"","SRR31732086.ReadsPerGene.out.tab","SRR31732087.ReadsPerGene.out.tab","SRR31732088.ReadsPerGene.out.tab","SRR31732089.ReadsPerGene.out.tab","SRR31732090.ReadsPerGene.out.tab","SRR31732091.ReadsPerGene.out.tab"
"BRICD5",96,65,91,102,93,61
"PGP",2136,2069,2598,2741,2419,2978
"E4F1",1369,1379,1725,1446,1198,1432
"DNASE1L2",63,61,71,70,57,60
"ECI1",3752,3625,4098,3122,2604,3326
"ECI1-AS1",49,38,48,54,37,60
"LOC107984839",0,0,1,2,0,0
"RNPS1",3900,3736,4539,4394,3604,3953
"MIR3677HG",22,40,40,38,38,47
"MIR3677",1,1,4,3,6,2
"MIR940",0,0,0,0,0,0
"MIR4717",0,0,0,0,0,0
"ABCA3",28,33,32,86,56,48
"ABCA17P",6,8,1,7,5,1
"CCNF",791,850,1018,852,714,882
"MIR6767",0,0,0,0,0,0
"LOC105371050",3,2,4,5,6,2
"TEDC2",349,312,376,466,405,341
"MIR6768",0,1,0,1,0,0
"TEDC2-AS1",6,5,10,11,12,7
"NTN3",8,8,10,13,7,16
"TBC1D24",310,224,365,341,313,272
"ATP6V0C",3358,3453,4348,3619,3017,4190
"AMDHD2",811,764,987,887,778,950
"CEMP1",0,0,0,0,0,0
"MIR3178",0,0,2,5,0,0
"PDPK1",777,657,861,988,757,940
"LOC652276",55,51,84,67,42,52
"FLJ42627",158,159,199,170,166,152
"ERVK13-1",239,198,245,220,202,183
"LOC124903627",2,0,0,1,0,0
"KCTD5",693,641,861,742,545,666
"PRSS27",92,102,112,137,111,99
"SRRM2-AS1",37,41,46,27,24,36
"SRRM2",8229,7765,10454,12381,10244,9708
"ELOB",1845,1748,2128,2197,1783,2363
"PRSS33",0,0,0,0,0,2
"SNORA3C",0,0,0,0,0,0
"PRSS41",0,2,0,3,1,3
"PRSS21",2416,2215,2842,2689,2262,2566
"ZG16B",0,0,0,0,0,0
"LOC124903628",0,0,0,0,0,0
"PRSS30P",0,0,0,0,0,0
"PRSS22",0,0,0,0,0,0
"LOC101929566",0,0,0,0,0,0
"FLYWCH2",1954,1878,2186,2498,1987,2324
"FLYWCH1",1586,1466,1883,1840,1714,1883
"FLYWCH1-AS1",20,19,16,15,20,8
"KREMEN2",592,501,548,857,752,651
"PAQR4",1022,913,1099,1652,1406,1443
"PKMYT1",873,920,1036,1393,1234,1173
"GREP1",4,6,2,4,7,9
"CLDN9",5,3,13,12,11,6
"CLDN6",1,2,2,0,0,1
"TNFRSF12A",1831,1787,2372,1432,1264,1849
"HCFC1R1",420,482,479,664,526,563
"THOC6",299,266,417,368,343,378
"BICDL2",0,0,0,1,0,0
"LOC100128770",0,0,1,2,1,1
"MMP25",8,3,4,1,5,4
"MMP25-AS1",50,35,74,54,27,37
"LOC124900372",33,42,56,49,32,50
"IL32",139,89,120,37,28,48
"ZSCAN10",2,2,3,0,0,0
"LOC124903629",10,7,5,16,7,9
"ZNF205-AS1",7,4,1,3,2,4
"ZNF205",279,313,356,244,172,239
"ZNF213-AS1",146,106,169,157,131,128
"ZNF213",276,286,337,290,257,353
"CASP16P",8,6,9,7,3,6
"TRR-CCG1-3",4,0,0,1,0,0
"TRR-CCT3-1",0,0,0,2,0,0
"TRK-CTT3-1",13,11,18,9,10,7
"TRP-TGG3-3",0,0,0,0,0,0
"TRK-CTT8-1",0,0,0,0,0,0
"TRP-CGG1-2",0,0,0,0,0,0
"TRK-CTT2-5",0,0,0,0,0,0
"TRK-CTT5-1",5,1,1,2,1,0
"TRP-AGG2-7",5,1,0,0,3,2
"TRP-TGG3-4",0,0,0,0,0,0
"TRP-TGG3-5",0,0,0,0,0,0
"OR1F1",17,19,15,13,20,14
"TRP-AGG2-8",0,0,0,0,0,0
"TRK-CTT4-1",0,0,0,0,0,0
"TRP-AGG1-1",0,0,1,0,0,1
"OR1F2P",1,2,0,0,1,0
"ZNF200",585,447,653,419,347,397
"MEFV",10,10,12,4,7,4
"LINC00921",40,37,45,34,27,35
"ZNF263",770,682,963,671,536,691
"TIGD7",14,8,12,10,5,6
"ZNF75A",66,43,83,36,30,23
"OR2C1",0,2,0,0,1,0
"LOC105371059",0,2,2,4,3,5
"ZSCAN32",416,382,500,419,299,342
"ZNF174",345,324,363,310,266,293
"ZNF597",189,174,171,181,143,109
"NAA60",1216,1141,1378,1391,1217,1495
"MIR6126",0,0,0,0,0,0
"C16orf90",0,0,0,0,0,0
"CLUAP1",365,324,453,365,291,210
"NLRC3",22,18,21,33,21,15
"LOC101929732",0,0,1,1,0,0
"LOC124903632",0,1,0,0,0,0
"LOC105371060",10,0,21,8,4,8
"SLX4",300,281,361,289,258,267
"DNASE1",66,72,80,80,78,39
"LOC124903631",3,0,2,2,2,4
"TRAP1",1308,1347,1537,1555,1333,1683
"LOC124903630",204,171,223,219,185,170
"CREBBP",1420,1184,1863,1316,1171,1377
"TRIDDENT",55,41,71,55,47,37
"ADCY9",640,566,768,933,788,848
"LOC124903633",7,5,18,6,7,5
"LOC124900373",1,0,2,2,1,0
"LOC105371062",14,13,19,11,8,13
"SRL",1,4,3,4,1,2
"LINC01569",118,97,123,77,80,76
"TFAP4",424,394,503,310,262,286
"LOC124903634",5,1,3,4,4,6
"GLIS2",64,66,81,77,70,70
"GLIS2-AS1",0,0,0,0,0,0
"CORO7-PAM16",0,0,0,0,0,0
"PAM16",0,0,0,0,0,0
"CORO7",0,0,0,0,0,0
"VASN",0,0,0,0,0,0
"LOC124903635",0,0,0,0,0,0
"DNAJA3",0,0,0,0,0,0
"NMRAL1",0,0,0,0,0,0
"HMOX2",0,1,0,0,0,0
"LOC124903636",0,0,0,0,0,0
"CDIP1",1,11,16,13,10,13
"C16orf96",4,5,4,1,5,4
"UBALD1",657,682,953,722,606,745
"MGRN1",1064,1025,1291,1318,1219,1442
"MIR6769A",0,0,0,0,0,0
"NUDT16L1",261,215,289,331,255,369
"ANKS3",454,447,596,519,422,484
"DNAAF8",29,17,37,23,21,38
"ZNF500",316,271,385,264,273,297
"SEPTIN12",1,0,1,4,3,2
"SMIM22",3,0,1,3,3,1
"ROGDI",404,393,394,702,640,646
"GLYR1",2406,2130,2916,2158,1675,2068
"LOC124903638",5,7,5,4,3,1
"UBN1",1370,1399,1857,1566,1319,1431
"PPL",1798,1711,2448,2365,1954,1785
"LOC124903637",0,0,1,1,0,1
"LOC105371064",0,3,2,2,1,0
"SEC14L5",8,5,8,5,4,7
"NAGPA",607,564,671,557,478,574
"NAGPA-AS1",0,2,7,2,2,2
"C16orf89",1,2,7,4,4,3
"ALG1",472,395,597,454,405,595
"EEF2KMT",241,225,312,230,191,265
"LOC107984828",0,0,0,1,0,0
"LOC105371067",0,0,0,0,0,0
"LINC02164",0,0,1,0,0,0
"RBFOX1",0,0,0,0,0,0
"LINC01570",0,0,0,0,0,0
"MIR8065",0,0,0,0,0,0
"LOC105371068",0,0,0,0,0,0
"LOC124903640",0,0,0,0,0,0
"LOC105371069",4,5,3,4,5,4
"LOC124903641",0,0,0,0,0,0
"LINC02152",0,0,0,0,0,0
"LOC105371072",0,0,0,0,0,0
"TMEM114",0,0,0,1,0,0
"METTL22",285,240,353,347,321,258
"ABAT",27,27,25,10,11,7
"LOC107984840",0,0,0,0,0,0
"TMEM186",386,397,491,397,343,325
"PMM2",1321,1213,1543,1346,1050,1236
"LOC100130283",11,8,18,16,10,6
"CARHSP1",1197,1140,1503,1554,1328,1427
"CARHSP1-DT",3,0,1,0,0,0
"LITAFD",1,1,0,0,0,0
"USP7",2048,1963,2587,2510,2047,1636
"USP7-AS1",0,0,2,0,1,0
"HAPSTR1",1654,1448,1833,1740,1449,1261
"LOC105371075",0,0,0,0,0,0
"LINC02177",0,0,2,0,0,0
"LINC01177",0,0,0,0,0,0
"LINC01195",0,0,0,0,0,0
"LOC101927026",0,0,0,0,0,0
"LOC132205950",0,0,0,0,0,0
"GRIN2A",0,0,0,0,0,0
"LOC105371077",0,0,0,0,0,0
"LOC105371076",0,0,0,0,0,0
"LOC107984900",0,0,0,0,0,0
"LOC105371078",0,0,0,0,0,0
"ATF7IP2",115,73,93,84,92,69
"LOC107984877",73,47,116,98,99,43
"LINC01290",3,1,4,9,1,3
"EMP2",3006,2567,3404,3897,3262,3637
"TEKT5",4,2,2,5,2,1
"LOC105371079",4,0,0,0,0,0
"NUBP1",213,204,271,246,217,193
"TVP23A",26,30,32,27,20,20
"CIITA",89,111,100,93,100,86
"DEXI",0,0,0,0,0,0
"CLEC16A",846,785,929,982,905,958
"LOC105371081",0,0,0,0,1,0
"LOC107984859",0,0,1,0,1,0
"LOC105371082",51,27,41,26,28,40
"SOCS1",6,7,23,12,6,21
"TNP2",0,0,0,0,0,0
"PRM3",0,0,0,0,0,0
"PRM2",0,0,0,0,0,0
"PRM1",0,0,0,0,0,0
"LOC124903805",0,0,0,0,0,0
"MIR548H2",0,0,0,0,0,0
"LOC105371083",3,3,8,3,8,5
"RMI2",476,539,512,693,554,536
"LOC400499",221,161,233,121,91,129
"LOC101927131",0,0,0,1,0,1
"LITAF",3096,2739,3298,3490,2853,3463
"LOC124903643",0,0,0,0,0,1
"SNN",221,193,268,316,244,284
"TXNDC11",1291,1232,1533,1185,992,1214
"TXNDC11-AS1",2,3,0,1,0,3
"ZC3H7A",1155,1001,1254,1415,1084,893
"BCAR4",1,0,0,0,0,0
"RSL1D1",5629,5204,7048,5530,4661,3646
"GSPT1",5245,4759,5914,5283,4683,3802
"NPIPB2",3,2,8,2,1,2
"TNFRSF17",0,0,0,0,0,0
"SNX29",265,248,276,271,257,240
"LOC642696",0,0,0,0,0,0
"LOC124900383",0,0,0,0,0,0
"SNX29-AS2",0,0,0,0,0,0
"LOC105371087",0,0,0,0,0,1
"LOC124903644",0,0,0,0,0,0
"SNX29-AS3",3,0,1,5,1,2
"LOC105371088",0,0,1,0,0,0
"CPPED1",238,222,301,264,249,267
"MIR4718",0,0,0,0,0,0
"LOC105371090",0,0,0,0,0,1
"LOC124900378",0,0,0,0,0,0
"SHISA9",0,0,0,0,0,0
"LOC105371092",0,0,0,0,0,0
"LOC105371091",0,0,0,0,0,0
"LOC107984137",0,0,0,0,0,0
"LOC124903645",0,0,0,0,0,0
"LOC124903646",0,0,0,0,0,0
"LOC105371093",0,1,0,0,3,0
"LOC124903647",0,0,0,0,0,0
"ERCC4",311,261,338,302,263,211
"MRTFB",890,585,856,650,582,449
"LINC02185",0,0,0,0,0,0
"LINC02186",0,0,0,0,0,0
"TRT-CGT2-1",0,4,2,1,1,0
"MIR193BHG",152,93,214,145,131,109
"MIR193B",0,0,1,1,0,0
"MIR365A",0,1,0,0,0,0
"LINC02130",1,0,0,0,0,0
"LINC03107",2,0,0,1,0,0
"PARN",0,0,0,0,0,0
"LOC105371094",0,0,0,0,0,0
"LOC107984865",0,0,0,0,0,0
"BFAR",0,0,0,0,0,0
"PLA2G10",0,0,0,0,0,0
"NPIPA3",0,0,0,0,0,0
"LOC100652777",0,0,0,0,0,0
"NPIPA2",0,0,0,0,0,1
"ABCC6P2",0,0,0,0,0,0
"NOMO1",107,87,68,92,80,91
"LOC101927469",11,7,11,0,7,3
"MIR3179-1",0,0,0,0,0,0
"MIR3670-1",0,0,0,0,0,0
"MIR3180-1",0,0,0,0,0,0
"PKD1P3-NPIPA1",122,109,185,159,144,135
"LOC100288162",0,0,0,0,0,0
"MIR6511A1",0,0,0,0,0,0
"MIR6770-1",0,0,0,0,0,0
"NPIPA1",0,0,0,0,0,0
"PDXDC1",260,243,288,261,202,176
"MIR1972-1",0,0,0,0,0,0
"NTAN1",0,1,0,0,0,0
"RRN3",1,3,6,3,3,2
"LOC100505915",1,0,0,0,1,1
"PKD1P6-NPIPP1",52,42,57,51,52,56
"MIR6511B2",0,0,0,0,0,0
"MIR3180-4",0,0,1,0,0,0
"LOC105371096",0,0,0,0,0,0
"LOC105371097",0,0,0,0,0,0
"NPIPA5",24,8,13,11,9,6
"MPV17L-BMERB1",0,0,0,0,0,0
"MPV17L",22,15,26,18,22,24
"BMERB1",0,0,0,0,0,0
"LOC105371102",0,0,0,0,0,0
"MARF1",0,0,0,0,1,0
"MIR6506",0,0,0,0,0,0
"LOC124903649",0,0,0,0,0,0
"MIR484",0,0,0,0,0,0
"NDE1",0,0,0,0,0,0
"MYH11",0,0,0,0,0,0
"LOC124903650",0,0,0,0,0,0
"LOC124903651",0,0,0,0,0,0
"CEP20",0,1,0,3,1,2
"LOC107984869",0,0,0,0,0,0
"ABCC1",141,137,169,191,129,144
"ABCC6",7,12,17,16,13,24
"LOC105371100",0,0,0,0,0,0
"NOMO3",3,2,4,8,5,0
"LOC105371099",0,0,0,0,0,0
"MIR3179-2",0,0,0,0,0,0
"MIR3670-2",0,0,0,0,0,0
"MIR3180-2",0,0,0,0,0,0
"LOC131696449",0,0,0,0,0,0
"PKD1P1",0,0,0,0,0,0
"MIR6511A2",0,0,0,0,0,0
"MIR6770-2",0,0,0,0,0,0
"NPIPA6",0,0,0,0,0,0
"MIR6511A3",0,0,0,0,0,0
"NPIPA7",0,0,0,0,0,0
"LOC105371105",0,0,0,0,0,0
"LOC124903652",0,0,0,0,0,0
"LOC124903653",0,0,0,0,0,0
"XYLT1",0,0,0,0,0,0
"LOC102723692",0,0,0,0,0,0
"LOC124903654",0,0,0,0,0,0
"LOC107987234",0,0,0,0,0,0
"LOC105371106",0,0,0,0,0,0
"LOC107984893",0,0,0,0,0,0
"LOC105371108",0,0,0,0,0,0
"LOC105376751",0,0,0,0,0,0
"PKD1P4-NPIPA8",44,37,52,28,31,46
"NPIPA8",2,4,1,0,0,0
"MIR6511A4",0,0,0,0,0,0
"NPIPA9",0,0,0,0,0,0
"PKD1P5-LOC105376752",107,60,110,75,74,77
"MIR6770-3",0,0,0,0,0,0
"LOC112268172",0,0,0,0,0,0
"MIR3180-3",0,0,0,0,0,0
"MIR3670-3",0,0,0,0,0,0
"MIR3179-3",0,0,0,2,0,0
"LOC102723728",0,0,0,0,0,0
"MIR3670-4",0,0,0,0,0,0
"LOC105379460",0,0,0,0,0,0
"MIR3179-4",0,0,0,0,0,0
"NOMO2",989,870,1084,1099,893,1062
"ABCC6P1",0,0,0,0,0,0
"LOC124903655",0,0,0,0,0,0
"RPS15A",8188,8053,9931,9139,7868,8525
"ARL6IP1",3417,2976,3719,4036,3227,2512
"SMG1",1867,1433,1995,1590,1362,748
"LOC124903799",0,1,0,0,0,0
"SMG1-DT",0,0,0,1,0,0
"TMC7",312,295,348,246,203,256
"COQ7-DT",0,7,3,2,4,1
"COQ7",270,165,281,255,180,219
"LOC124903656",33,50,29,38,39,19
"ITPRIPL2",2562,2063,2769,2116,1824,2185
"LOC124903657",6,1,3,1,1,3
"SYT17",100,82,122,95,111,104
"LOC124903658",0,0,0,0,0,0
"CLEC19A",0,0,0,1,0,0
"LINC02858",0,0,0,0,0,0
"LOC105371114",1,2,2,0,1,1
"TMC5",226,183,187,164,126,158
"TMC5-AS1",1,1,0,0,0,0
"GDE1",2311,2109,2490,2989,2541,2674
"CCP110",375,206,340,325,298,154
"VPS35L",41,35,47,25,21,30
"KNOP1",621,656,817,712,666,767
"IQCK",40,37,65,57,61,48
"IQCK-AS1",1,0,0,0,0,0
"GPRC5B",4,2,12,4,3,7
"LOC105371116",0,0,0,0,0,0
"LOC105371117",0,0,0,0,0,0
"LOC124903660",0,0,0,0,0,0
"GPR139",0,0,0,0,0,0
"LOC102723396",0,0,0,0,0,0
"GP2",0,0,0,0,0,0
"UMOD",0,0,0,0,0,0
"PDILT",0,0,0,0,0,0
"ACSM5",2,1,1,2,0,4
"LOC105371119",0,0,0,0,0,0
"ACSM2A",0,0,0,0,0,0
"ACSM2B",0,0,0,0,0,0
"LOC105371120",0,0,0,0,0,0
"LOC107984831",0,0,0,0,0,0
"ACSM1",0,0,0,0,0,0
"ACSM3",3,7,2,2,0,0
"THUMPD1",491,375,583,440,390,200
"ERI2",159,132,155,158,137,95
"REXO5",242,245,280,321,251,204
"LOC105371121",0,0,2,0,0,0
"DCUN1D3",260,202,212,211,200,221
"LYRM1",238,216,265,269,203,203
"DNAH3",3,2,2,3,3,2
"LOC107984888",0,0,0,0,0,0
"LDAF1",117,147,159,162,135,133
"ZP2",0,0,0,0,0,0
"LOC105371123",0,0,0,0,0,0
"ANKS4B",0,0,0,0,0,0
"CRYM",0,0,0,0,0,0
"LOC105371125",0,0,0,0,0,0
"ABCA15P",0,0,0,0,2,1
"SNX29P1",2,3,3,6,1,3
"NPIPB3",60,65,71,71,47,31
"LOC100190986",0,0,0,0,0,0
"SMG1P3",7,5,13,9,22,10
"LOC124903800",0,0,0,0,0,0
"LOC124903662",0,0,0,0,0,0
"MIR3680-1",0,0,0,0,0,0
"SLC7A5P2",5,0,3,2,1,0
"LOC101927814",0,0,0,0,0,0
"METTL9",2,0,0,1,0,0
"IGSF6",0,0,0,0,0,0
"LOC124903663",0,0,0,0,0,0
"OTOA",0,0,0,0,0,0
"LOC105371126",0,0,0,0,0,0
"RRN3P1",0,0,0,0,0,0
"LOC112268174",0,0,0,0,0,0
"NPIPB4",36,49,50,44,37,31
"LOC124903801",0,0,0,0,0,0
"UQCRC2",6,7,15,16,7,7
"PDZD9",0,0,0,0,0,0
"MOSMO",1,0,1,3,2,0
"LOC124903665",0,0,0,0,0,0
"LOC105371129",0,0,0,0,0,0
"VWA3A",2,0,0,0,0,1
"SDR42E2",0,0,0,0,0,0
"LOC124903666",0,0,0,0,0,0
"TRL-TAG3-1",0,0,0,0,0,0
"EEF2K",1,0,0,3,1,0
"TRL-AAG2-4",0,0,0,0,0,0
"POLR3E",10,1,8,2,2,5
"LOC124903664",0,0,0,0,0,0
"CDR2",0,1,0,1,0,0
"CDR2-DT",0,0,0,0,0,0
"SLC68A2P",0,0,0,0,0,0
"RRN3P3",0,0,1,1,0,0
"SMG1P1",0,0,0,0,0,0
"LOC124903802",0,0,0,0,0,0
"NPIPB5",1,1,0,2,0,2
"LOC105371131",0,0,0,0,0,0
"OTOAP1",0,0,0,0,0,0
"LOC112268175",0,0,0,0,0,0
"LINC02890",0,0,0,0,0,0
"LOC107984851",0,0,0,0,0,0
"HS3ST2",0,0,0,0,0,0
"LOC112268176",0,0,0,0,0,0
"USP31",323,270,387,356,297,240
"SCNN1G",0,0,0,0,0,0
"SCNN1B",0,1,0,0,0,0
"COG7",351,378,414,409,337,329
"LOC124903667",0,2,8,1,2,1
"GGA2",1344,1247,1649,1555,1394,1261
"EARS2",181,174,189,161,135,157
"UBFD1",1182,1160,1371,1539,1325,1619
"NDUFAB1",1091,1103,1402,1570,1270,1315
"PALB2",446,342,494,503,364,234
"DCTN5",1481,1307,1726,1743,1400,1456
"PLK1",2046,1992,2641,2366,1959,2464
"ERN2",0,0,0,0,0,0
"CHP2",0,1,0,0,0,0
"PRKCB",39,29,34,37,20,32
"MIR1273H",0,0,0,0,0,0
"LINC02194",0,0,0,0,0,0
"CACNG3",10,12,15,7,4,5
"LOC124900377",0,0,0,0,0,0
"LOC105371143",0,0,0,1,1,0
"RBBP6",1233,1008,1454,1175,996,576
"TNRC6A",19,13,35,23,28,21
"LINC01567",0,0,0,0,0,0
"SLC5A11",0,0,0,0,0,0
"ARHGAP17",0,0,0,0,0,0
"LCMT1P1",7,11,9,11,11,8
"LINC02175",0,1,1,1,0,0
"LCMT1-AS1",6,5,13,7,10,9
"LCMT1",329,309,401,334,283,293
"LCMT1-AS2",2,0,1,1,0,3
"AQP8",2,2,0,0,2,2
"ZKSCAN2",126,99,114,66,63,48
"ZKSCAN2-DT",45,24,40,46,31,23
"LINC02191",0,0,0,0,0,0
"LOC105371147",0,0,0,0,0,0
"LOC105369297",0,0,0,0,0,0
"HS3ST4",0,0,0,0,0,0
"MIR548W",0,0,0,0,0,0
"LOC105371149",0,0,0,0,0,0
"LOC105371150",0,0,0,0,0,0
"LOC102723536",0,0,0,0,0,0
"LINC02195",0,0,0,0,0,0
"LOC105371153",0,0,0,0,0,0
"LOC105371154",0,0,0,0,0,0
"C16orf82",0,0,0,0,0,0
"LOC105371155",0,0,0,0,0,0
"LINC02129",0,0,0,0,0,0
"KDM8",62,44,66,45,27,48
"NSMCE1",510,518,592,628,494,515
"NSMCE1-DT",2,1,1,1,0,1
"IL4R",1813,1634,2176,1522,1314,1536
"IL21R",0,0,0,2,0,0
"LOC124903668",0,0,0,0,0,0
"IL21R-AS1",0,0,1,0,0,0
"GTF3C1",2254,2078,2757,2620,2238,2626
"KATNIP",402,316,487,458,419,456
"LOC107984874",0,0,2,1,0,2
"LOC100128079",0,0,3,0,2,1
"LOC105371157",0,0,0,0,0,0
"GSG1L",0,0,1,0,0,1
"LOC124903669",0,1,0,0,0,0
"XPO6",2659,2408,3159,3359,2667,3009
"SBK1",4,3,1,8,5,5
"LOC124903670",33,28,29,28,25,22
"NPIPB6",31,30,31,33,14,24
"EIF3CL",22,28,26,27,17,22
"MIR6862-1",0,0,0,0,0,0
"LOC124903790",0,0,0,0,0,0
"NPIPB7",0,3,0,1,1,0
"CLN3",891,862,1103,1164,961,1239
"APOBR",25,24,30,30,20,17
"IL27",1,0,1,0,1,0
"NUPR1",1044,994,1129,577,461,690
"SGF29",245,210,318,215,181,233
"SULT1A2",34,29,39,45,54,38
"SULT1A1",382,384,489,561,456,455
"LOC107984835",10,14,11,12,12,6
"LOC124903674",0,1,0,1,0,0
"NPIPB8",4,8,16,14,12,5
"LOC124903791",0,0,0,0,0,0
"EIF3C",315,356,447,457,374,388
"MIR6862-2",0,0,0,0,0,0
"LOC124903761",1,1,0,0,0,0
"NPIPB9",11,8,8,3,4,5
"LOC124903792",0,0,0,0,0,0
"LOC124903672",9,13,19,18,21,13
"ATXN2L",2417,2362,3122,2746,2374,2477
"TUFM",4548,4476,5366,5027,4208,5547
"MIR4721",0,0,0,0,0,0
"SH2B1",719,635,904,704,626,616
"ATP2A1",183,165,228,194,155,130
"ATP2A1-AS1",1,4,2,3,3,4
"RABEP2",140,186,233,232,197,222
"CD19",18,20,31,34,22,15
"NFATC2IP",881,703,1004,932,728,758
"NFATC2IP-AS1",37,42,41,47,39,29
"MIR4517",1,1,1,1,2,2
"SPNS1",1202,1131,1409,1533,1311,1696
"LAT",44,33,53,36,40,20
"LOC124903793",0,0,0,0,0,0
"RRN3P2",0,0,1,1,0,1
"LOC101928215",0,1,0,0,0,0
"LOC124903671",0,0,0,3,0,0
"LOC101928188",0,0,0,0,0,0
"LOC102723708",0,0,0,0,0,0
"LOC124903676",0,0,0,0,0,0
"LOC105371159",2,0,4,0,0,0
"SNX29P2",0,3,4,0,0,0
"NPIPB11",27,18,36,31,43,23
"SMG1P6",17,12,21,17,19,19
"LOC124903796",0,0,0,0,0,0
"BOLA2-SMG1P6",0,0,0,4,0,0
"LOC606724",0,0,0,0,0,0
"BOLA2",0,0,0,0,0,0
"SLX1B",0,2,0,3,0,1
"SLX1B-SULT1A4",0,0,0,0,0,0
"SULT1A4",0,0,0,0,0,0
"LOC388242",0,0,0,0,0,0
"NPIPB12",22,7,19,19,19,20
"LOC124903797",0,0,0,0,0,0
"SMG1P2",68,54,75,107,62,60
"LOC105371168",2,4,3,1,4,3
"MIR3680-2",0,0,0,3,0,0
"SPN",0,0,0,0,0,0
"QPRT",47,55,38,37,52,54
"C16orf54",0,0,0,0,2,0
"LOC124903673",0,0,0,0,0,0
"ZG16",2,1,0,1,1,2
"LOC124903675",0,0,0,0,0,0
"LOC105371167",0,0,0,0,1,1
"KIF22",1623,1447,1850,2037,1629,1993
"MAZ",2874,2791,3815,2451,2090,2759
"MVP-DT",16,7,26,26,25,22
"PRRT2",4,1,5,4,4,7
"PAGR1",537,504,688,474,374,469
"MVP",5016,4853,5870,5159,4183,5334
"CDIPT",1082,1104,1273,1128,968,1201
"CDIPTOSP",8,16,17,9,10,15
"SEZ6L2",1446,1476,1705,1856,1525,1670
"ASPHD1",748,705,777,885,731,829
"KCTD13",202,212,271,279,245,204
"KCTD13-DT",31,38,58,53,39,29
"TMEM219",1143,1101,1297,1050,928,1045
"LOC124903762",0,0,0,0,0,1
"TAOK2",1282,1163,1565,1441,1121,1457
"HIRIP3",446,397,558,469,346,360
"INO80E",704,690,849,948,752,863
"DOC2A",0,4,0,0,0,1
"C16orf92",0,0,0,0,0,0
"TLCD3B",4,10,4,10,6,6
"LOC112694756",53,65,72,88,69,54
"ALDOA",9,17,34,30,19,20
"PPP4C",1476,1341,1787,1494,1282,1577
"TBX6",16,10,17,13,18,13
"YPEL3",294,277,323,414,367,438
"YPEL3-DT",9,7,14,10,5,6
"GDPD3",92,104,83,134,127,125
"MAPK3",1104,1026,1209,1369,1183,1342
"CORO1A-AS1",0,0,0,0,0,0
"CORO1A",3,0,2,0,3,5
"BOLA2B",0,0,1,0,0,0
"SLX1A",0,0,0,0,1,1
"SLX1A-SULT1A3",0,0,0,0,1,2
"SULT1A3",0,0,0,0,0,0
"LOC613038",14,22,6,30,21,24
"LOC101929894",0,0,0,0,0,0
"NPIPB13",7,9,17,11,10,11
"LOC124903798",0,0,0,0,0,0
"SMG1P5",36,26,31,28,12,27
"CD2BP2",845,782,997,973,791,921
"CD2BP2-DT",32,49,36,48,27,44
"TBC1D10B",256,280,332,177,165,260
"MYL11",0,1,1,2,2,4
"SEPTIN1",24,11,14,24,21,20
"ZNF48",199,230,266,271,233,278
"ZNF771",88,94,129,121,101,125
"SNORA80C",1,1,1,3,1,0
"DCTPP1",879,832,956,1236,1008,1256
"SEPHS2",1340,1178,1607,1406,1136,1263
"ITGAL",0,0,0,0,0,0
"ITGAL-AS1",0,0,0,0,0,0
"MIR4518",0,0,0,0,0,0
"ZNF768",684,662,872,832,714,837
"ZNF747",199,177,240,188,186,221
"ZNF747-DT",32,36,34,34,37,24
"LOC124903677",0,0,0,1,0,1
"ZNF764",185,195,254,204,180,178
"ZNF688",122,112,143,118,109,103
"ZNF785",176,131,207,175,201,147
"ZNF689",390,353,487,369,313,446
"LOC124903678",2,0,1,0,1,0
"PRR14",443,421,472,533,467,531
"FBRS",1077,1003,1326,1160,936,1161
"LOC730183",18,25,35,25,26,23
"SRCAP",2009,1798,2716,2194,1840,2321
"SNORA30",0,0,0,1,0,0
"TMEM265",29,45,42,36,49,28
"PHKG2",775,710,810,976,826,767
"CFAP119",0,2,0,3,3,4
"RNF40",2517,2403,3030,2749,2115,2762
"ZNF629",587,562,707,410,339,485
"LOC124903679",18,7,21,24,20,9
"BCL7C",102,88,110,142,123,107
"MIR4519",2,5,4,2,6,0
"MIR762HG",30,36,48,64,51,38
"MIR762",0,0,0,0,0,0
"CTF1",4,7,13,14,10,11
"FBXL19-AS1",190,141,258,117,119,157
"FBXL19",1092,1075,1491,1132,994,1229
"ORAI3",448,407,570,684,578,496
"SETD1A",1320,1357,1810,1454,1245,1342
"HSD3B7",822,767,901,1102,984,1030
"STX1B",161,138,179,174,158,151
"STX4",756,697,921,856,590,633
"ZNF668",410,384,600,483,423,632
"ZNF646",767,698,941,907,762,953
"PRSS53",175,131,225,215,160,111
"VKORC1",1755,1689,2217,3929,3239,3020
"LOC124903680",2,0,3,0,1,1
"BCKDK",1436,1344,1818,2135,1785,1687
"KAT8",543,478,627,587,451,470
"PRSS8",76,93,115,172,137,141
"PRSS36",23,31,19,33,34,33
"FUS",6918,6411,8756,8941,7193,7182
"PYCARD",0,1,0,0,0,0
"PYCARD-AS1",0,0,0,1,0,0
"TRIM72",1,2,3,0,3,0
"PYDC1",0,0,0,0,0,0
"ITGAM",7,14,10,5,9,15
"ITGAX",4,2,3,2,5,0
"ITGAD",14,6,5,12,8,5
"COX6A2",0,0,0,0,0,0
"ZNF843",5,9,11,6,3,3
"ARMC5",308,343,483,419,333,409
"TGFB1I1",0,1,0,2,0,0
